filename,Price,Promotion Time,Discount
1590397873513_en5x1tqxtv9_jpg.rf.231c1a1e93bc7ed1df38d59e2cd62295.jpg,"1,950",03/01/2023-23/01/2023,65%
1609841725693_kd2wvr8x95_jpg.rf.24932b6e3c44a1d8c4a8d9ecd5215cbd.jpg,"1,950",03/01/2023-23/01/2023,65%
1594796797025_8yfg326eu8c_jpg.rf.24863cb099fc8629b3b930c09b09fbbf.jpg,"1,950",03/01/2023-23/01/2023,65%
1638247283095_oh0lu0ufces_jpg.rf.2b673d1486230e2ac72bcb446e12d9d3.jpg,"1,950",03/01/2023-23/01/2023,65%
1608025727754_e1wpd3xvx28_jpg.rf.1f2c1b9e3fc380d75bef22d405ff2347.jpg,"1,950",03/01/2023-23/01/2023,65%
1607315392650_7sj6dzxcicj_jpg.rf.2705630b774a1d9ef9cd3e32aa987783.jpg,"1,950",03/01/2023-23/01/2023,65%
1583206775765_n5t9upms63m_jpg.rf.29108b4594e04a615b3bbee7f10d81b7.jpg,"1,950",03/01/2023-23/01/2023,65%
1608026433789_kpamczippvh_jpg.rf.2639b5cf953aa3894187ca695022be01.jpg,"1,950",03/01/2023-23/01/2023,65%
1583333677565_trjeezgm3za_jpg.rf.2c2628203f504348b5bb8ba1eb3ed77a.jpg,"1,950",03/01/2023-23/01/2023,65%
1623504676541_fyoh2x7suz_jpg.rf.28969bbf5a8e50ae6bfea8c37dd02175.jpg,"1,950",03/01/2023-23/01/2023,65%
1605265200210_5cl6dttlcg_jpg.rf.2d225e3f5cc0e40c529f67f0f042a1d1.jpg,"1,950",03/01/2023-23/01/2023,65%
1605151539438_vq2oiciew5p_jpg.rf.2d8e00fb26294e9077557d3c52108bee.jpg,"1,950",03/01/2023-23/01/2023,65%
1593622972147_zn7y2dy25gr_jpg.rf.30a64bb137f5ba80e857d7259d36a720.jpg,"1,950",03/01/2023-23/01/2023,65%
1594367394964_yhyktfmqhkl_jpg.rf.32237f06ab179fc13a2ea7b6312c5567.jpg,"1,950",03/01/2023-23/01/2023,65%
1607397997632_6cydijlmz7b_jpg.rf.3207df7bd030e14c0d26973cef2c24a9.jpg,"1,950",03/01/2023-23/01/2023,65%
1638426054326_363ffngyu3k_jpg.rf.3247aec5efe870fc69eab1a0687fd0ba.jpg,"1,950",03/01/2023-23/01/2023,65%
1590027777807_huxo3salv8_jpg.rf.331c22b4b605f9ab479e356369eaf6c8.jpg,"1,950",03/01/2023-23/01/2023,65%
1605069755939_zznsxhymrym_jpg.rf.36cf7cd40bf1bf3c47ee87e75b690fd8.jpg,"1,950",03/01/2023-23/01/2023,65%
1590033870712_e7e7603bc6n_jpg.rf.351ac6c912918759f3cca22d89b8d43e.jpg,"1,950",03/01/2023-23/01/2023,65%
1604806084147_i0i4mzgi23_jpg.rf.33a1a76a99d66d176c47216e30a5305f.jpg,"1,950",03/01/2023-23/01/2023,65%
1608026847797_8ge9qokrmf8_jpg.rf.355545cb48acd24fe44de8d62317d6da.jpg,"1,950",03/01/2023-23/01/2023,65%
1600313527456_wpym28q6rzq_jpg.rf.377718c480be137bc51a0c1dcd7deaee.jpg,"1,950",03/01/2023-23/01/2023,65%
1590033915818_19ghp49y4ruj_jpg.rf.355fb00245865a728099f476c3ca7f30.jpg,"1,950",03/01/2023-23/01/2023,65%
1607077282652_b3qrft1lt5_jpg.rf.32aaee777bd831dca57026568a17ba95.jpg,"1,950",03/01/2023-23/01/2023,65%
1591853129894_sjl324q7rug_jpg.rf.37898da7e28c12d7e30ecd0aaef3fe76.jpg,"1,950",03/01/2023-23/01/2023,65%
1623725937429_iurgqo87hhg_jpg.rf.37e6fed4f61ace116c9b2013f85a2da0.jpg,"1,950",03/01/2023-23/01/2023,65%
1622615090951_k9dytvl32el_jpg.rf.38d9e2bb527faa326a7723d5c120d106.jpg,"1,950",03/01/2023-23/01/2023,65%
1609126934877_sqcid0ia70h_jpg.rf.394df9b0470869b7ab48954e9c82828d.jpg,"1,950",03/01/2023-23/01/2023,65%
1607229650114_ipvsjrtycsq_jpg.rf.40708b6e2dea7cd567bad6cafe8c6675.jpg,"1,950",03/01/2023-23/01/2023,65%
1602148890935_hw1b64uykqo_jpg.rf.3f266acf45c78456c503a98d643ce4f3.jpg,"1,950",03/01/2023-23/01/2023,65%
1604806967831_7w0ptd4ywj_jpg.rf.3c957584c95ae96fe3705c2a68daff25.jpg,"2,000",04/01/2023-24/01/2023,70%
1590662483819_lvyma72x8si_jpg.rf.3950bac2b684ca52e808f1c72790ce38.jpg,"2,000",04/01/2023-24/01/2023,70%
1601971407200_gpwndq8mlar_jpg.rf.3fc3fae337e782afcb5f594589c0f5b4.jpg,"2,000",04/01/2023-24/01/2023,70%
1592542682999_so7fn51do1_jpg.rf.44a89bd2c2d4a73ea90c654715a0dc75.jpg,"2,000",04/01/2023-24/01/2023,70%
1599627818702_c0mxzcbcla_jpg.rf.4358079b2bfee6474e2db9d9990e3ab1.jpg,"2,000",04/01/2023-24/01/2023,70%
1609823719990_47hpdib128f_jpg.rf.4532a9ea4047400084a572ce49e9d873.jpg,"2,000",04/01/2023-24/01/2023,70%
1606123854548_slmawahj8j_jpg.rf.456bd47806b3a88474f6d6d38e75cc3c.jpg,"2,000",04/01/2023-24/01/2023,70%
1599638284812_yp7tkxi4tw_jpg.rf.4657df44d024527e7b72ca807dd8c20c.jpg,"2,000",04/01/2023-24/01/2023,70%
1605075754301_djisjxv639g_jpg.rf.485d4fe730a03a7ea45c727f4c4fbc85.jpg,"2,000",04/01/2023-24/01/2023,70%
1608625415523_44ocpxvvuvq_jpg.rf.48f6fff86b485b4b5f6f47614e6d755f.jpg,"2,000",04/01/2023-24/01/2023,70%
1605075778756_5qrwuuiyov5_jpg.rf.4b0003f3bbe952838e5bc8780f396490.jpg,"2,000",04/01/2023-24/01/2023,70%
1600313169325_n1vbnz3o73_jpg.rf.41eac18dd07a91d6de93b3d02848c2b0.jpg,"2,000",04/01/2023-24/01/2023,70%
1606719131344_9xl3w5hbvti_jpg.rf.4a129b69703ff4a54dc1af049d0f75d4.jpg,"2,000",04/01/2023-24/01/2023,70%
1598325513039_5qr2qmj4fjy_jpg.rf.50ad5a069696e73a4f90fe0fcadd861a.jpg,"2,000",04/01/2023-24/01/2023,70%
1609823866946_7b629ht488_jpg.rf.51ec04794082ee666123a99a166aeeaf.jpg,"2,000",04/01/2023-24/01/2023,70%
1606372647663_qxby4yu4ft_jpg.rf.52a48ebc27129b4b87477e6f6eddcdc4.jpg,"2,000",04/01/2023-24/01/2023,70%
1607936997829_pawd0sqyrx_jpg.rf.3a3cca5982cc394d56dd4410b651352a.jpg,"2,000",04/01/2023-24/01/2023,70%
1604036981703_7zs06dxabys_jpg.rf.52afc4b46d3a69e0e306740bd5fc86c5.jpg,"2,000",04/01/2023-24/01/2023,70%
1638429109173_rd5849gy489_jpg.rf.53f3d0a53e817058801cc91bcf8eaa5c.jpg,"2,000",04/01/2023-24/01/2023,70%
1638427372353_sv3ynu13lof_jpg.rf.58394f0e7708ab851589f2920eaac95c.jpg,"2,000",04/01/2023-24/01/2023,70%
1590593966760_jx2tonqfoif_jpg.rf.5bf7cf26f3652eb0ea78066e442a3145.jpg,"2,000",04/01/2023-24/01/2023,70%
1602040036911_ub99ozonfar_jpg.rf.5bbc6f4ea5784aaf4e63288460d78366.jpg,"2,000",04/01/2023-24/01/2023,70%
1590397873510_n5b8o3j3osm_jpg.rf.5e7c16841c4f324183ad9ba38449ac40.jpg,"2,000",04/01/2023-24/01/2023,70%
1591852363000_czqxqbb7uaw_jpg.rf.5d27e071ad8dab98bd247c4bd57487f3.jpg,"3,000",05/01/2023-25/01/2023,30%
1637923004324_1de13u5jl3f_jpg.rf.56557d09231271dbfb6833a8712131fc.jpg,"3,000",05/01/2023-25/01/2023,30%
1625284896470_1wzdoj9ek7n_jpg.rf.63d7540bf3cbdd635a47e85b108628e4.jpg,"3,000",05/01/2023-25/01/2023,30%
1590027777810_263isfkryw2_jpg.rf.621e1725565a2b3529d6171384da5408.jpg,"3,000",05/01/2023-25/01/2023,30%
1602738894174_lof7nmuqsu_jpg.rf.63d015edbc0fc65ee0b8e2b43f8a718f.jpg,"3,000",05/01/2023-25/01/2023,30%
1622536597867_u55apig7eie_jpg.rf.610aafa2ea735ad881cea8a0d473aa08.jpg,"3,000",05/01/2023-25/01/2023,30%
1600738288268_hvu77nxjigw_jpg.rf.602af6fac66738d236fccc8bd0f826f9.jpg,"3,000",05/01/2023-25/01/2023,30%
1607681615864_wcguw3aqn5l_jpg.rf.624325ed15972653345fd7b9eba47c4f.jpg,"3,000",05/01/2023-25/01/2023,30%
1590987451180_vuh4e0sjj9s_jpg.rf.66c31cd450627557ec30c09d64345548.jpg,"3,000",05/01/2023-25/01/2023,30%
1625283970986_70i0d7e1ure_jpg.rf.66294c200f1d21733b0ee4e048dcffc5.jpg,"3,000",05/01/2023-25/01/2023,30%
1606372575802_197vjchu6ow_jpg.rf.5ff25c98cea8a5a40af0c2c3f942bb7b.jpg,"3,000",05/01/2023-25/01/2023,30%
1609823897795_63kmoetwwfm_jpg.rf.61288445fc624af95fcdcea5165c8621.jpg,"3,000",05/01/2023-25/01/2023,30%
1599618686704_eh0vbqjf5gk_jpg.rf.681a90a55062c510855de2c0a4a2c397.jpg,"3,000",05/01/2023-25/01/2023,30%
1584664774340_tn7dj9cjy8c_jpg.rf.62de5943730ac6804c1d1753d557b47a.jpg,"3,000",05/01/2023-25/01/2023,30%
1590027777798_8ibizc4ekwq_jpg.rf.686792cd9666462bbff3c5d356f61834.jpg,"3,000",05/01/2023-25/01/2023,30%
1591248116701_2bm0iaihl82_jpg.rf.687f83643207e812f46f9fe490f027ff.jpg,"3,000",05/01/2023-25/01/2023,30%
1605075766306_7ivklye99ox_jpg.rf.68bea324ee9f72eeddc3e9b3d0277704.jpg,"3,000",05/01/2023-25/01/2023,30%
1591851554740_lp3t7k0yv1k_jpg.rf.668e325c37d3f0783264d0cf48dcae3f.jpg,"4,000",06/01/2023-26/01/2023,25%
1625283970983_3yjtemf3tdr_jpg.rf.683532d4bc79628b587e495c6c71cd66.jpg,"4,000",06/01/2023-26/01/2023,25%
1593621119990_hkhw2u2vfve_jpg.rf.66d19528c66ed8c2847cf7dfaddd0061.jpg,"4,000",06/01/2023-26/01/2023,25%
1638247283092_jka06rk4qwf_jpg.rf.695f3398be72a132047815d866b877bf.jpg,"4,000",06/01/2023-26/01/2023,25%
1605173480523_z3ahzcy8to_png.rf.6d58e9a4a900f9f644cce12830385c13.jpg,"4,000",06/01/2023-26/01/2023,25%
1601959104181_u8ml5rsj3ka_jpg.rf.6e21d87eb9e89a956ef3bc52aba8de41.jpg,"4,000",06/01/2023-26/01/2023,25%
1625284896468_53nz8ghq3ig_jpg.rf.6d97f588286c52edcbd32bbeaad8e83b.jpg,"4,000",06/01/2023-26/01/2023,25%
1625284202024_8fkaurkobbl_jpg.rf.6d978285beb044073daa80ff3a281dd4.jpg,"4,000",06/01/2023-26/01/2023,25%
1623725430016_4son9lizpyc_jpg.rf.72bd00a23011228b57180ea1fee87004.jpg,"4,000",06/01/2023-26/01/2023,25%
1603947057619_nee65iw1ih_jpg.rf.70885059b7a832535cd91b5885733316.jpg,"4,000",06/01/2023-26/01/2023,25%
1621846823345_dxoza973ujt_jpg.rf.740c5c44f13c58f21e0c651e5b65d9c3.jpg,"4,000",06/01/2023-26/01/2023,25%
1605365492036_4501jy6shlu_jpg.rf.73a04f6728ae7c813f0a55e36211f33f.jpg,"4,000",06/01/2023-26/01/2023,25%
1608994250395_1j8ibdqtfat_jpg.rf.767e34b3b615259f6eb4ac1f03875be7.jpg,"4,000",06/01/2023-26/01/2023,25%
1609126945771_nw14f92xvl_jpg.rf.75de65e24d503a3f9b62686993b29306.jpg,"4,000",06/01/2023-26/01/2023,25%
1609121869722_z48v0tyckzp_jpg.rf.7975ba8eb7183a5b87713cfba2fb7dc6.jpg,"4,000",06/01/2023-26/01/2023,25%
1591937648168_0b73v6xd4oes_jpg.rf.7dcc8c9b218ee555d1bda040ef777a44.jpg,"4,000",06/01/2023-26/01/2023,25%
1602039666591_sbhynwgx2q_jpg.rf.77947880ee21a2b8188ed03171451fdb.jpg,"4,500",07/01/2023-27/01/2023,30%
1590397873503_hzul224uxjp_jpg.rf.74e2e5e24344e9797a88ab11de81e143.jpg,"4,500",07/01/2023-27/01/2023,30%
1584664774341_qookh62oi1o_jpg.rf.8066cf7227521bf813cf61ec11af11d6.jpg,"4,500",07/01/2023-27/01/2023,30%
1603960287932_nibxwwu33ys_jpg.rf.7f962d502edaeefbfb7214b0e1f88676.jpg,"4,500",07/01/2023-27/01/2023,30%
1607574022947_0nijwkkyijjd_jpg.rf.80ebc13501d77c514d23e4ee59833d32.jpg,"4,500",07/01/2023-27/01/2023,30%
1591851766621_me3adxtigal_jpg.rf.81908f6d126fad869933a27ea39ac603.jpg,"4,500",07/01/2023-27/01/2023,30%
1584427414250_2a1lh43atam_jpg.rf.8246256aa0a310862cf780a5466a90f7.jpg,"4,500",07/01/2023-27/01/2023,30%
1602147781906_ypmabhv4tpl_jpg.rf.77b262e528bb8de35fe377fa8a9cb2a7.jpg,"4,500",07/01/2023-27/01/2023,30%
1593581483165_un98f14yzgc_jpg.rf.81bcd139778dc0bf608c55ddc677a471.jpg,"4,500",07/01/2023-27/01/2023,30%
1590053661860_1jl51lywy8x_png.rf.8255387292914e31e26e74f01d8a69b5.jpg,"4,500",07/01/2023-27/01/2023,30%
1577077744428_v00srslh9pk_jpg.rf.786d3a49a3b28d498f418077ab3e4d50.jpg,"4,500",07/01/2023-27/01/2023,30%
1607050018556_utjke6uiv7a_jpg.rf.7d3c04bb2c0fda9f4327f3acf1a4755f.jpg,"4,500",07/01/2023-27/01/2023,30%
1605365510250_j4os44faj9h_jpg.rf.843d906356dc0ad41831ff97d8b67c49.jpg,"4,500",07/01/2023-27/01/2023,30%
1604721866798_oqzf236pknm_jpg.rf.8619b68ff297c0d3877e9e183ec4d9b5.jpg,"4,500",07/01/2023-27/01/2023,30%
1638427372362_lbw4xjox0z_jpg.rf.847bac0ef4124ed3e8dcc9ab8e4a6a27.jpg,"4,500",07/01/2023-27/01/2023,30%
1607050165685_majx7q42d8n_jpg.rf.878c802be7589cbad3a01b1c96c60677.jpg,"4,500",07/01/2023-27/01/2023,30%
1600997603762_njo2px691a_jpg.rf.86477182420dabc3d30c813e6af5183d.jpg,"4,500",07/01/2023-27/01/2023,30%
1593622943715_0n0ii5gyf9p_jpg.rf.79dee55c929d064fe0e22c22dce5c77b.jpg,"4,500",07/01/2023-27/01/2023,30%
1592542520588_2v9ocqecwoq_jpg.rf.842d407b8e40c13942cda2e983a25f55.jpg,"4,500",07/01/2023-27/01/2023,30%
1605365327930_541aduljalb_jpg.rf.899e4ab96e8fc612d483fcaaa365cb55.jpg,"4,500",07/01/2023-27/01/2023,30%
1609823715787_gb08i5raili_jpg.rf.8ac3f198a70a1fd590e619f1478bc971.jpg,"4,500",07/01/2023-27/01/2023,30%
1625285114037_ivr63fglani_jpg.rf.8bcfde7bae2484d63debc8fa24fb3405.jpg,"4,500",07/01/2023-27/01/2023,30%
1608994256896_vs51u66cnsh_jpg.rf.8845c9105e2aea9353029d66abd68318.jpg,"3,200",08/01/2023-28/01/2023,25%
1609127395138_69ndqj4hxz7_jpg.rf.8b4da27f1317313e424a93400230d249.jpg,"3,200",08/01/2023-28/01/2023,25%
1623725937422_184ozrtn7t7_jpg.rf.8cfccca09ae7d8e1551bbadef655d265.jpg,"3,200",08/01/2023-28/01/2023,25%
1605173494105_o24fgsmcown_jpg.rf.89afd84f0d9a905b1e193902cdc4eae4.jpg,"3,200",08/01/2023-28/01/2023,25%
1590397873505_xkuvmz6qb2n_jpg.rf.91aaa82a39537586e6f020ea45fd71bf.jpg,"3,200",08/01/2023-28/01/2023,25%
1606372755544_rah3p6cnpba_jpg.rf.8fca3f3ceed44242ef018e187e76f1b3.jpg,"3,200",08/01/2023-28/01/2023,25%
1623727737308_ciqyn9nrrgb_jpg.rf.90c2649697177f360f9d828d0dce9e4a.jpg,"3,200",08/01/2023-28/01/2023,25%
1638426054337_uyuunpdz4jl_jpg.rf.920b502c2efdc5d05b31414220a7a309.jpg,"3,200",08/01/2023-28/01/2023,25%
1600312861028_1fc9f8rflev_jpg.rf.921f129d8da88e4f038dbbf52421bb85.jpg,"3,200",08/01/2023-28/01/2023,25%
1625283970982_sq4hhccru3e_jpg.rf.93152d5458ba42aeab413ad8035abebd.jpg,"3,200",08/01/2023-28/01/2023,25%
1583335898104_l5yjzrje02s_jpg.rf.932ed8c8a1eb5e8e044bbe101b19b879.jpg,"3,200",08/01/2023-28/01/2023,25%
1621846823343_umpt5uc0v8c_jpg.rf.93617d4bd0b95b885f08671ec88615b9.jpg,"3,200",08/01/2023-28/01/2023,25%
1609121892086_h8z39w3byd_jpg.rf.9565020b6c535cb4dc3411a4300ba19a.jpg,"3,200",08/01/2023-28/01/2023,25%
1592624816702_4dzu9alb8u1_jpg.rf.946788d7b54ffdf11f3ef57736164dad.jpg,"3,200",08/01/2023-28/01/2023,25%
1625285114038_r6j1jpihipa_jpg.rf.95e713b731ffb60e6e42ea1d97ecb661.jpg,"3,200",08/01/2023-28/01/2023,25%
1606363808198_6vghqltgbro_jpg.rf.96535b8832509db981945308db041358.jpg,"3,200",08/01/2023-28/01/2023,25%
1590383687676_cy67iol5b7m_jpg.rf.987d0fa5d13cf1a2c04294413d7fe564.jpg,"3,200",08/01/2023-28/01/2023,25%
1596985501743_io5yylhfyi_jpg.rf.9738ce2deead9ba0d2f1b0698c85d236.jpg,"3,200",08/01/2023-28/01/2023,25%
1602146161419_j3hzq0sesx_jpg.rf.98dae2d385f728f6ef13ce0c7b0c97b7.jpg,"3,200",08/01/2023-28/01/2023,25%
1580139749670_ud4gpe5vxgl_jpg.rf.9dfeae2499309292843513534b558067.jpg,"3,200",08/01/2023-28/01/2023,25%
1584427414248_niqg8jv0qbn_jpg.rf.958744bc067cffcf562e5565d96c6a01.jpg,"3,200",08/01/2023-28/01/2023,25%
1602233986049_tvik6p4dfbe_jpg.rf.9cdd748522c5042a00414a6eae448439.jpg,"3,200",08/01/2023-28/01/2023,25%
1602147827262_7gerlw6rr3j_jpg.rf.9e2ff8fd8a9429b3a72ab20ebd9785c8.jpg,"3,200",08/01/2023-28/01/2023,25%
1623727277509_6qmbedxhxue_jpg.rf.a02974c863a2f87d8e8e6fe6f35dc578.jpg,"3,200",08/01/2023-28/01/2023,25%
1608992176403_gfxrxx8gsv_jpg.rf.9fc8c070368acefc4995868337bf5f9e.jpg,"3,200",08/01/2023-28/01/2023,25%
1604390423188_2knobf4nz7u_jpg.rf.9b8de82b6ab7f1d85091d076bf71bc47.jpg,"3,200",08/01/2023-28/01/2023,25%
1593621176424_4bkf6bzs2cx_jpg.rf.a32e37b6462c60127c91fbed83dd4244.jpg,"3,200",08/01/2023-28/01/2023,25%
